category,key,value,period
credit_rating,mention,"ations that, in turn, may influence government reimbursement rates.",
credit_rating,mention,atment emergent adverse events were generally mild to moderate and transient.,
credit_rating,mention,ave sufficient funds for our current or future operating plans.,
credit_rating,mention,average incremental borrowing rate (%) 5.,
credit_rating,mention,ax at less than federal statutory rate ( 0.,
credit_rating,mention,"ax expense or benefit from continuing operations (separated by federal, state and foreign).",
credit_rating,mention,ax provision and effective tax rate $ 217 &#160; ( 0.,
credit_rating,mention,ax rate differs from the statutory federal income tax rate as follows.,
credit_rating,mention,aximum tolerated dose (MTD) has not yet been reached.,
credit_rating,mention,ay be based on a small sample size and may fail to accurately reflect market opportunities.,
credit_rating,mention,based on the constant maturity rate of U.,
credit_rating,mention,"be harmed, our costs could increase, and our ability to generate revenue could be delayed.",
credit_rating,mention,"believe could have an adverse effect on our business, operating results or financial condition.",
credit_rating,mention,"ber&#160;31, 2025 and 2024 were due to changes in interest rates.",
credit_rating,mention,"blicity, all of which could negatively affect our operating results and business.",
credit_rating,mention,bsequent commercial success and discount rates.,
credit_rating,mention,"bt, which could adversely affect our operating results.",
credit_rating,mention,"business will affect our operating results, often in unpredictable ways.",
credit_rating,mention,bution if the resource provider does not receive commensurate value in return for the assets transferred.,
credit_rating,mention,credit ratings and places restrictions on maturities and concentration by type and issuer.,
credit_rating,mention,rate Governance 124 Item 11.,
credit_rating,mention,"rate Information We were incorporated under the laws of the State of Delaware on April 7, 2016.",
credit_rating,mention,rate and market price sensitivities.,
credit_rating,mention,rate and realize the anticipated benefits from any acquired business.,
credit_rating,mention,rate as they could be if we had a longer history of commercialization.,
credit_rating,mention,"rate asset group, the carrying value of which was determined to be not recoverable.",
credit_rating,mention,rate asset groups and determined to be abandoned upon the closure of the R&amp;D facilities.,
credit_rating,mention,rate differs from the statutory federal income tax rate as follows.,
credit_rating,mention,rate drug review time for companies supporting US national interests.,
credit_rating,mention,rate effectively or execute our strategies.,
credit_rating,mention,rate fluctuations due to the global nature of our operations.,
credit_rating,mention,rate funds to satisfy Mr.,
credit_rating,mention,rate headquarter in 2023.,
credit_rating,mention,rate headquarters are located in California near major earthquake faults and fire zones.,
credit_rating,mention,rate implicit in the leases.,
credit_rating,mention,rate in a very competitive and rapidly changing environment.,
credit_rating,mention,rate increased to 88% (21/24) in the subset of participants evaluated through Week 96.,
credit_rating,mention,rate is based on the constant maturity rate of U.,
credit_rating,mention,rate negative publicity.,
credit_rating,mention,"rate on net sales of licensed products, subject to certain adjustments.",
credit_rating,mention,rate on three separate programs.,
credit_rating,mention,rate opinion on the critical audit matter or on the account or disclosure to which it relates.,
credit_rating,mention,rate our business and our results of operations.,
credit_rating,mention,rate over the expected term of the stock options based on the constant maturity rate of U.,
credit_rating,mention,rate product revenue will be adversely affected.,
credit_rating,mention,"rate programs, all of which had been subsequently terminated except for an RSV program selected in 2022.",
credit_rating,mention,rate reimbursement for the product itself may or may not be available.,
credit_rating,mention,rate revenue could be delayed.,
credit_rating,mention,rate revenue from future product sales or other sources.,
credit_rating,mention,rate revenue or attain profitability from commercializing our products.,
credit_rating,mention,rate significant revenue from the commercialization and sale of any of our product candidates.,
credit_rating,mention,rate significant revenue would compromise our ability to return to profitability.,
credit_rating,mention,rate significant revenue.,
credit_rating,mention,rate successfully as a public company.,
credit_rating,mention,rate sufficient revenue to continue our business.,
credit_rating,mention,rate sufficient revenue to offset our expenses and maintain profitability.,
credit_rating,mention,rate sufficient taxable income to use all of our NOLs.,
credit_rating,mention,rate that market participants would require for the intangible asset.,
credit_rating,mention,rate the medical necessity and cost-effectiveness of our product candidates.,
credit_rating,mention,rate the potential to address unmet medical needs for the disease or condition.,
credit_rating,mention,rate the remaining unamortized amounts of such expenses over a one- or two-year period.,
credit_rating,mention,rate the safety and efficacy of our product candidates in humans.,
credit_rating,mention,"rate the safety, purity and potency of its product.",
credit_rating,mention,rate threats distinguishes us in the field.,
credit_rating,mention,rate treatment emergent adverse events being reported throughout the study.,
credit_rating,mention,rate upon lease modification.,
credit_rating,mention,rate value in return for the assets transferred.,
credit_rating,mention,rate website address is www.,
credit_rating,mention,rate will be approved.,
credit_rating,mention,"rate, in each case subject to standard reductions and offsets.",
credit_rating,mention,"rate, the inaccuracy may be material.",
credit_rating,mention,rated Framework (2013 Framework).,
credit_rating,mention,rated amongst our competitors.,
credit_rating,mention,"rated by federal, state and foreign).",
credit_rating,mention,rated by reference into Part III of this Annual Report on Form 10-K.,
credit_rating,mention,rated direct antiviral activity and the potential to stimulate an effective immune response.,
credit_rating,mention,rated dose (MTD) has not yet been reached.,
credit_rating,mention,"rated filer, a non-accelerated filer, smaller reporting company, or an emerging growth company.",
credit_rating,mention,rated in April 2016 and commenced principal operations later that year.,
credit_rating,mention,rated in a group of similar identifiable assets.,
credit_rating,mention,rated in a single identifiable asset or a group of similar identifiable assets.,
credit_rating,mention,rated in our competitors.,
credit_rating,mention,rated into human DNA as integrated DNA (intDNA).,
credit_rating,mention,rated into the technology of others or are disclosed or used in violation of these agreements.,
credit_rating,mention,rated minimal toxicities with a NOAEL at the top dose evaluated of 6mg/kg.,
credit_rating,mention,rated safety profile to date in patients with mCRPC.,
credit_rating,mention,rated with no dose&#8209;limiting toxicities observed to date.,
credit_rating,mention,rategic Preparedness and Response.,
credit_rating,mention,"rategic alliances and licensing arrangements, or any combination of these approaches.",
credit_rating,mention,rategic collaborations or licenses might take.,
credit_rating,mention,"rategic collaborations, licenses and similar arrangements can be complex.",
credit_rating,mention,rategic decisions about business development opportunities.,
credit_rating,mention,rategically expand our approach to address critical oncology indications with limited treatment options.,
credit_rating,mention,rategically expand our focus to address critical unmet needs in oncology.,
credit_rating,mention,rategy Powering the Immune System to Transform Lives.,
credit_rating,mention,rategy and financial needs.,
credit_rating,mention,rategy designed to circumvent these limitations.,
credit_rating,mention,rategy is to successfully develop our product candidate pipeline.,
credit_rating,mention,"rategy, or REMS, to ensure the benefits of the product outweigh its risks.",
credit_rating,mention,"rategy, results of operations or financial condition.",
credit_rating,mention,"rately predict the timing or amount of expenses, or if we will be able to return to profitability.",
credit_rating,mention,rately reflect market opportunities.,
credit_rating,mention,"rately report our financial condition, results of operations or cash flows.",
credit_rating,mention,"rates Xencor&#8217;s Xtend &#8482; neonatal Fc receptor technology, which extends its half-life.",
credit_rating,mention,rates Xencor&#8217;s Xtend TM and other Fc technologies.,
credit_rating,mention,rates and laws that will be in effect when such items are expected to reverse.,
credit_rating,mention,rates and non-monetary assets and liabilities are translated to U.,
credit_rating,mention,rates are subject to specified reductions and offsets.,
credit_rating,mention,"rates for the year ended December&#160;31, 2025 compared to the same period in 2024.",
credit_rating,mention,rates may adversely impact our ability to meet market demand.,
credit_rating,mention,"rates progression to cirrhosis and liver failure, which often occurs within five years of infection.",
credit_rating,mention,rates throughout the respective periods.,
credit_rating,mention,rates would not have a significant impact on the total value of our portfolio.,
credit_rating,mention,"rates, and non-monetary assets and liabilities are translated to U.",
credit_rating,mention,rating Xencor&#8217;s Xtend technology.,
credit_rating,mention,rating Xencor&#8217;s Xtend.,
credit_rating,mention,rating activities decreased in 2025 compared to 2024 primarily due to $64.,
credit_rating,mention,rating assets and liabilities &#8211; accrued liabilities and other long-term liabilities .,
credit_rating,mention,rating assets and liabilities &#8211; prepaid assets and other current assets .,
credit_rating,mention,rating assets and liabilities.,
credit_rating,mention,rating capital requirements.,
credit_rating,mention,"rating costs, as well as shifting dynamics in the biotechnology labor market.",
credit_rating,mention,"rating costs, in addition to rent, such as common area maintenance, taxes, utilities and insurance.",
credit_rating,mention,rating decision maker (CODM) in deciding how to allocate resources and in assessing performance.,
credit_rating,mention,rating employees into our operations.,
credit_rating,mention,rating expenses and other factors.,
credit_rating,mention,rating expenses over the reasonably assured lease term.,
credit_rating,mention,"rating loss carryforwards for Swiss tax purposes, which have a seven-year carryforward period.",
credit_rating,mention,rating loss carryforwards may be impaired or limited in certain circumstances.,
credit_rating,mention,rating loss carryforwards of $ 1.,
credit_rating,mention,rating loss carryforwards of $ 34.,
credit_rating,mention,rating loss carryforwards of $1.,
credit_rating,mention,rating loss or tax credit carryforwards prior to expiration.,
credit_rating,mention,rating losses for the foreseeable future.,
credit_rating,mention,"rating losses, or NOLs, to offset future taxable income may be subject to certain limitations.",
credit_rating,mention,rating performance of particular companies.,
credit_rating,mention,"rating plan, management believes that the $ 781.",
credit_rating,mention,"rating plan, we believe that the $781.",
credit_rating,mention,"rating plans, we believe that this amount will fund our operations for at least the next 12 months.",
credit_rating,mention,rating results and business.,
credit_rating,mention,"rating results fail to meet the expectations of analysts, our stock price could decline.",
credit_rating,mention,rating results or financial condition.,
credit_rating,mention,"rating results, often in unpredictable ways.",
credit_rating,mention,rating such technologies for all uses.,
credit_rating,mention,rating the businesses or technologies we may acquire.,
credit_rating,mention,ratings and places restrictions on maturities and concentration by type and issuer.,
